SystemTime, TimeStamp, Latitude, Longitude, FixQuality, Satellites, Altitude, Knots, TrackAngle, HDilution, HGeoID, 
1657933417.4312801, 1:3:37, 40.246215, -111.64891333333335, 1, 7, 1438.0, 3.08, 82.42, 1.26, -16.4, 
1657933417.950724, 1:3:37, 40.24621666666667, -111.64890666666666, 1, 7, 1437.9, 2.83, 78.53, 1.26, -16.4, 
1657933418.5135438, 1:3:38, 40.24621666666667, -111.64889999999998, 1, 7, 1437.7, 2.76, 79.75, 1.26, -16.4, 
1657933419.0327203, 1:3:38, 40.24621666666667, -111.64889333333333, 1, 7, 1437.5, 2.51, 82.94, 1.26, -16.4, 
1657933419.5505981, 1:3:39, 40.24621666666667, -111.64888666666666, 1, 7, 1437.4, 2.47, 85.14, 1.26, -16.4, 
1657933420.1175938, 1:3:39, 40.24621666666667, -111.64887833333333, 1, 7, 1437.5, 2.72, 88.17, 1.26, -16.4, 
1657933420.6358857, 1:3:40, 40.246215, -111.64887166666668, 1, 7, 1437.4, 2.69, 92.26, 1.26, -16.4, 
1657933421.156907, 1:3:40, 40.246215, -111.64886333333334, 1, 7, 1437.4, 2.62, 90.62, 1.26, -16.4, 
1657933421.7160864, 1:3:41, 40.24621333333334, -111.64885666666666, 1, 7, 1437.4, 2.56, 92.44, 1.26, -16.4, 
1657933422.2370992, 1:3:41, 40.24621333333334, -111.64884833333332, 1, 7, 1437.3, 2.6, 93.84, 1.26, -16.4, 
1657933422.8121939, 1:3:42, 40.24621333333334, -111.64885000000001, 1, 7, 1436.8, 2.6, 89.58, 1.26, -16.4, 
1657933423.3310485, 1:3:43, 40.246215, -111.64885166666666, 1, 7, 1436.6, 1.07, 280.11, 1.26, -16.4, 
1657933423.9146576, 1:3:43, 40.246215, -111.648855, 1, 7, 1436.3, 1.13, 290.3, 1.26, -16.4, 
1657933424.4354672, 1:3:44, 40.24621666666667, -111.648855, 1, 7, 1436.1, 1.11, 296.49, 1.26, -16.4, 
1657933424.9547377, 1:3:44, 40.24621833333333, -111.64885666666666, 1, 7, 1435.7, 1.11, 302.94, 1.26, -16.4, 
1657933425.51376, 1:3:45, 40.24622, -111.648855, 1, 7, 1435.7, 0.91, 310.48, 1.26, -16.4, 
1657933426.0328095, 1:3:45, 40.24622, -111.64885333333335, 1, 7, 1435.5, 0.84, 308.39, 1.26, -16.4, 
1657933426.550597, 1:3:46, 40.24621833333333, -111.64885000000001, 1, 7, 1435.6, 0.5, 308.39, 1.26, -16.4, 
1657933427.113874, 1:3:46, 40.24621333333334, -111.64884166666667, 1, 7, 1435.6, 0.47, 308.39, 1.26, -16.4, 
1657933427.631708, 1:3:47, 40.246208333333335, -111.64883833333333, 1, 7, 1435.5, 0.8, 154.03, 1.26, -16.4, 
1657933428.1537728, 1:3:47, 40.246205, -111.64883499999999, 1, 7, 1435.3, 0.88, 156.73, 1.26, -16.4, 
1657933428.7137125, 1:3:48, 40.246206666666666, -111.648825, 1, 7, 1435.0, 1.52, 97.04, 1.26, -16.4, 
1657933429.3049657, 1:3:49, 40.246203333333334, -111.64880333333333, 1, 7, 1434.9, 3.08, 101.8, 1.26, -16.4, 
1657933429.8246102, 1:3:49, 40.246203333333334, -111.64879333333334, 1, 7, 1434.9, 2.72, 91.09, 1.26, -16.4, 
1657933430.416166, 1:3:50, 40.246203333333334, -111.64878333333333, 1, 7, 1434.7, 2.73, 90.15, 1.26, -16.4, 
1657933430.9323328, 1:3:50, 40.246203333333334, -111.64877333333334, 1, 7, 1434.5, 2.89, 86.81, 1.26, -16.4, 
1657933431.4519877, 1:3:51, 40.246203333333334, -111.64876333333335, 1, 7, 1434.4, 2.64, 89.15, 1.26, -16.4, 
1657933432.0212853, 1:3:51, 40.246205, -111.64875500000001, 1, 7, 1434.2, 2.85, 84.48, 1.26, -16.4, 
1657933432.5388978, 1:3:52, 40.246205, -111.64874499999999, 1, 7, 1434.0, 2.65, 86.02, 1.26, -16.4, 
1657933433.1153252, 1:3:52, 40.246206666666666, -111.648735, 1, 7, 1433.8, 2.89, 82.33, 1.26, -16.4, 
1657933433.6362286, 1:3:53, 40.246208333333335, -111.64872500000001, 1, 7, 1433.7, 2.87, 80.58, 1.26, -16.4, 
1657933434.149757, 1:3:53, 40.246208333333335, -111.64871666666667, 1, 7, 1433.6, 2.59, 80.85, 1.26, -16.4, 
1657933434.7193651, 1:3:54, 40.246208333333335, -111.64870833333335, 1, 7, 1433.4, 1.97, 88.91, 1.26, -16.4, 
1657933435.305991, 1:3:55, 40.246206666666666, -111.64869500000002, 1, 7, 1433.2, 1.66, 95.62, 1.26, -16.4, 
1657933435.829054, 1:3:55, 40.246203333333334, -111.64868499999999, 1, 7, 1433.2, 2.05, 111.04, 1.26, -16.4, 
1657933436.4146187, 1:3:56, 40.246203333333334, -111.64868, 1, 7, 1433.1, 1.42, 108.65, 1.26, -16.4, 
1657933436.9363537, 1:3:56, 40.24620166666667, -111.648675, 1, 7, 1433.2, 1.07, 110.18, 1.26, -16.4, 
1657933437.4550533, 1:3:57, 40.24620166666667, -111.648675, 1, 7, 1433.0, 0.52, 110.18, 1.26, -16.4, 
1657933438.014266, 1:3:57, 40.24620166666667, -111.64867166666666, 1, 7, 1433.4, 0.55, 110.18, 1.26, -16.4, 
1657933438.5432386, 1:3:58, 40.24620166666667, -111.64866666666667, 1, 7, 1433.5, 0.71, 71.24, 1.26, -16.4, 
1657933439.1164756, 1:3:58, 40.24620166666667, -111.64866333333333, 1, 7, 1433.6, 0.69, 67.04, 1.26, -16.4, 
1657933439.636966, 1:3:59, 40.246203333333334, -111.64866500000001, 1, 7, 1433.5, 0.53, 67.04, 1.26, -16.4, 
1657933440.2180936, 1:3:59, 40.246203333333334, -111.64866333333333, 1, 7, 1433.8, 0.51, 67.04, 1.26, -16.4, 
1657933440.738688, 1:4:0, 40.246203333333334, -111.64866333333333, 1, 7, 1433.8, 0.48, 67.04, 1.26, -16.4, 
1657933441.3040314, 1:4:1, 40.246206666666666, -111.64865666666668, 1, 7, 1433.8, 0.51, 67.04, 1.26, -16.4, 
1657933441.8273556, 1:4:1, 40.246206666666666, -111.64865499999999, 1, 7, 1433.8, 0.56, 26.95, 1.26, -16.4, 
1657933442.4125664, 1:4:2, 40.246208333333335, -111.64865166666665, 1, 7, 1433.8, 0.58, 25.76, 1.26, -16.4, 
1657933442.9307518, 1:4:2, 40.246206666666666, -111.64864833333334, 1, 7, 1433.9, 0.58, 25.76, 1.26, -16.4, 
1657933443.448294, 1:4:3, 40.246206666666666, -111.648645, 1, 7, 1433.9, 0.57, 25.76, 1.26, -16.4, 
1657933444.0217805, 1:4:3, 40.246208333333335, -111.64864333333335, 1, 7, 1434.1, 0.55, 25.76, 1.26, -16.4, 
1657933444.542779, 1:4:4, 40.246206666666666, -111.64864166666666, 1, 7, 1434.4, 0.51, 25.76, 1.26, -16.4, 
1657933445.1126258, 1:4:4, 40.246206666666666, -111.64863833333332, 1, 7, 1434.5, 0.31, 25.76, 1.26, -16.4, 
1657933445.6446455, 1:4:5, 40.246205, -111.64863333333332, 1, 7, 1434.6, 0.31, 25.76, 1.26, -16.4, 
1657933446.2140846, 1:4:5, 40.246206666666666, -111.64862666666667, 1, 7, 1434.4, 0.44, 25.76, 1.26, -16.4, 
1657933446.731548, 1:4:6, 40.246206666666666, -111.648625, 1, 7, 1434.4, 0.45, 25.76, 1.26, -16.4, 
1657933447.3039281, 1:4:7, 40.246208333333335, -111.64862166666666, 1, 7, 1434.4, 0.52, 25.76, 1.26, -16.4, 
1657933447.823178, 1:4:7, 40.246208333333335, -111.64862, 1, 7, 1434.4, 0.58, 25.76, 1.26, -16.4, 
1657933448.4112644, 1:4:8, 40.246208333333335, -111.64861666666665, 1, 7, 1434.4, 0.63, 91.26, 1.26, -16.4, 
1657933448.9297254, 1:4:8, 40.246208333333335, -111.64861166666667, 1, 6, 1434.4, 0.65, 94.55, 1.54, -16.4, 
1657933449.449278, 1:4:9, 40.246206666666666, -111.64860666666667, 1, 7, 1434.6, 0.67, 99.75, 1.26, -16.4, 
1657933450.0119722, 1:4:9, 40.246205, -111.64860833333333, 1, 7, 1434.7, 0.59, 99.75, 1.26, -16.4, 
1657933450.534743, 1:4:10, 40.246205, -111.64860666666667, 1, 7, 1434.7, 0.54, 99.75, 1.26, -16.4, 
1657933451.1014833, 1:4:10, 40.246203333333334, -111.64860500000002, 1, 7, 1434.7, 0.52, 99.75, 1.26, -16.4, 
1657933451.6206422, 1:4:11, 40.246203333333334, -111.64860666666667, 1, 7, 1434.8, 0.26, 99.75, 1.26, -16.4, 
1657933452.1405194, 1:4:11, 40.246203333333334, -111.64860500000002, 1, 7, 1435.0, 0.25, 99.75, 1.26, -16.4, 
1657933452.711236, 1:4:12, 40.24620166666667, -111.64860666666667, 1, 7, 1435.1, 0.24, 99.75, 1.26, -16.4, 
1657933453.2297485, 1:4:12, 40.2462, -111.64860333333333, 1, 7, 1435.5, 0.26, 99.75, 1.26, -16.4, 
1657933453.7897804, 1:4:13, 40.2462, -111.64860333333333, 1, 7, 1435.5, 0.41, 99.75, 1.26, -16.4, 
1657933454.3091264, 1:4:14, 40.24619833333334, -111.64860500000002, 1, 7, 1435.5, 0.4, 99.75, 1.26, -16.4, 
1657933454.9024537, 1:4:14, 40.24619833333334, -111.64860500000002, 1, 7, 1435.5, 0.36, 99.75, 1.26, -16.4, 
1657933455.4208114, 1:4:15, 40.24619833333334, -111.64860666666667, 1, 7, 1435.5, 0.37, 99.75, 1.26, -16.4, 
1657933455.9952118, 1:4:15, 40.24619833333334, -111.64860833333333, 1, 7, 1435.5, 0.36, 99.75, 1.26, -16.4, 
1657933456.519634, 1:4:16, 40.24619833333334, -111.64860833333333, 1, 7, 1435.5, 0.35, 99.75, 1.26, -16.4, 
1657933457.040827, 1:4:16, 40.24619666666667, -111.64861, 1, 7, 1435.5, 0.37, 99.75, 1.26, -16.4, 
1657933457.6013675, 1:4:17, 40.24619666666667, -111.64861, 1, 7, 1435.5, 0.38, 99.75, 1.26, -16.4, 
1657933458.1200604, 1:4:17, 40.24619666666667, -111.64861166666667, 1, 7, 1435.4, 0.4, 99.75, 1.26, -16.4, 
1657933458.6971166, 1:4:18, 40.24619666666667, -111.64861333333334, 1, 7, 1435.4, 0.41, 99.75, 1.26, -16.4, 
1657933459.2861755, 1:4:19, 40.24619499999999, -111.648615, 1, 7, 1435.4, 0.42, 99.75, 1.26, -16.4, 
1657933459.8050005, 1:4:19, 40.24619499999999, -111.64861666666665, 1, 7, 1435.4, 0.41, 99.75, 1.26, -16.4, 
1657933460.3962748, 1:4:20, 40.24619499999999, -111.64861666666665, 1, 7, 1435.4, 0.4, 99.75, 1.26, -16.4, 
1657933460.9186056, 1:4:20, 40.24619499999999, -111.64861833333335, 1, 7, 1435.4, 0.41, 99.75, 1.26, -16.4, 
1657933461.4939885, 1:4:21, 40.24619333333333, -111.64862, 1, 7, 1435.4, 0.41, 99.75, 1.26, -16.4, 
1657933462.0181568, 1:4:21, 40.24619333333333, -111.64862166666666, 1, 7, 1435.4, 0.42, 99.75, 1.26, -16.4, 
1657933462.5938923, 1:4:22, 40.24619333333333, -111.64862166666666, 1, 7, 1435.4, 0.42, 99.75, 1.26, -16.4, 
1657933463.1129818, 1:4:22, 40.24619333333333, -111.64862333333333, 1, 6, 1435.4, 0.42, 99.75, 1.54, -16.4, 
1657933463.6847594, 1:4:23, 40.24619166666666, -111.648625, 1, 5, 1435.4, 0.42, 99.75, 2.02, -16.4, 
1657933464.2536116, 1:4:24, 40.24619166666666, -111.64862666666667, 1, 5, 1435.4, 0.42, 99.75, 2.02, -16.4, 
1657933464.7724571, 1:4:24, 40.24619166666666, -111.64862833333333, 1, 5, 1435.4, 0.42, 99.75, 2.03, -16.4, 
1657933465.3499618, 1:4:25, 40.24619166666666, -111.64862833333333, 1, 5, 1435.4, 0.42, 99.75, 2.03, -16.4, 
1657933465.8687167, 1:4:25, 40.24619166666666, -111.64862999999998, 1, 4, 1435.4, 0.42, 99.75, 2.06, -16.4, 
1657933466.3894293, 1:4:26, 40.24619, -111.64863166666667, 1, 4, 1435.4, 0.42, 99.75, 2.06, -16.4, 
1657933466.9566593, 1:4:26, 40.24619, -111.64863333333332, 1, 4, 1435.4, 0.41, 99.75, 2.06, -16.4, 
1657933467.488862, 1:4:27, 40.24619, -111.64863333333332, 1, 4, 1435.4, 0.41, 99.75, 2.06, -16.4, 
1657933468.0497549, 1:4:27, 40.24619, -111.64863500000001, 1, 4, 1435.4, 0.41, 99.75, 2.06, -16.4, 
1657933468.5683904, 1:4:28, 40.24619, -111.64863666666666, 1, 4, 1435.4, 0.41, 99.75, 2.06, -16.4, 
1657933469.140155, 1:4:29, 40.24618833333333, -111.64863833333332, 1, 4, 1435.4, 0.41, 99.75, 2.06, -16.4, 
1657933469.6600718, 1:4:29, 40.24618833333333, -111.64864000000001, 1, 4, 1435.4, 0.41, 99.75, 2.06, -16.4, 
1657933470.6519125, 1:4:30, 40.24618833333333, -111.64864166666666, 6, 3, 1435.4, 0.41, 99.75, 3.53, -16.4, 
1657933471.6510217, 1:4:31, 40.24618666666667, -111.648645, 6, 2, 1435.4, 0.41, 99.75, 99.99, -16.4, 
1657933472.645315, 1:4:32, 40.24618666666667, -111.64864666666666, 6, 0, 1435.4, 0.41, 99.75, 99.99, -16.4, 
1657933473.6448553, 1:4:33, 40.246185, -111.64864833333334, 6, 0, 1435.4, 0.41, 99.75, 99.99, -16.4, 
1657933581.821765, 1:6:21, 40.24592500000001, -111.64909666666667, 1, 6, 1521.4, 0.41, 99.75, 1.53, -16.4, 
1657933582.3966234, 1:6:22, 40.24592666666667, -111.64909000000002, 1, 6, 1519.8, 1.32, 326.2, 3.07, -16.4, 
1657933582.9165297, 1:6:22, 40.246205, -111.64863333333332, 1, 6, 1461.5, 2.3, 305.52, 1.53, -16.4, 
1657933583.4341524, 1:6:23, 40.24626, -111.648525, 1, 6, 1448.4, 1.39, 295.39, 1.54, -16.4, 
1657933583.955181, 1:6:23, 40.246271666666665, -111.64849666666666, 1, 7, 1444.7, 1.41, 282.44, 1.26, -16.4, 
1657933584.5135589, 1:6:24, 40.24628, -111.64848500000001, 1, 7, 1442.2, 1.46, 276.2, 1.26, -16.4, 
1657933585.0328002, 1:6:24, 40.24627833333333, -111.64848333333333, 1, 7, 1440.7, 1.52, 270.55, 1.26, -16.4, 
1657933585.552842, 1:6:25, 40.24627833333333, -111.64847833333333, 1, 7, 1439.0, 1.67, 266.0, 1.26, -16.4, 
1657933586.1167452, 1:6:25, 40.246275, -111.64848166666667, 1, 7, 1438.2, 1.72, 261.72, 1.26, -16.4, 
1657933586.6371782, 1:6:26, 40.246271666666665, -111.64848833333332, 1, 7, 1438.0, 1.76, 259.8, 1.26, -16.4, 
1657933587.2120824, 1:6:26, 40.24626833333333, -111.64849666666666, 1, 7, 1438.2, 1.77, 257.73, 1.26, -16.4, 
1657933587.8004167, 1:6:27, 40.246265, -111.64851166666668, 1, 7, 1438.5, 1.73, 258.19, 1.26, -16.4, 
1657933588.3202634, 1:6:28, 40.24626166666667, -111.64851666666667, 1, 7, 1438.3, 1.75, 262.72, 1.26, -16.4, 
1657933588.912193, 1:6:28, 40.24626, -111.64852666666665, 1, 7, 1438.5, 2.19, 262.36, 1.26, -16.4, 
1657933589.4335754, 1:6:29, 40.24625666666667, -111.648535, 1, 7, 1438.6, 2.59, 255.89, 1.26, -16.4, 
1657933589.9550798, 1:6:29, 40.246251666666666, -111.64854666666666, 1, 7, 1439.0, 3.03, 265.5, 1.26, -16.4, 
1657933590.516397, 1:6:30, 40.246251666666666, -111.648555, 1, 7, 1438.8, 3.08, 263.13, 1.26, -16.4, 
1657933591.03717, 1:6:30, 40.24625, -111.64856333333334, 1, 6, 1438.4, 3.11, 267.99, 1.53, -16.4, 
1657933591.6117797, 1:6:31, 40.246248333333334, -111.64857166666667, 1, 7, 1438.5, 3.52, 258.22, 1.26, -16.4, 
1657933592.1311493, 1:6:31, 40.246245, -111.64858166666666, 1, 7, 1438.6, 4.17, 247.67, 1.26, -16.4, 
1657933592.6503227, 1:6:32, 40.24623999999999, -111.64859166666665, 1, 7, 1438.7, 3.61, 243.56, 1.76, -16.4, 
1657933593.2156875, 1:6:32, 40.24623833333333, -111.64859999999999, 1, 7, 1438.7, 2.97, 245.05, 1.26, -16.4, 
1657933593.7975452, 1:6:33, 40.24623166666667, -111.64861333333334, 1, 7, 1438.6, 2.49, 239.25, 1.26, -16.4, 
1657933594.318255, 1:6:34, 40.246228333333335, -111.648615, 1, 7, 1438.4, 2.15, 211.86, 1.26, -16.4, 
1657933594.9123495, 1:6:34, 40.246226666666665, -111.64861333333334, 1, 7, 1438.1, 1.75, 240.24, 1.26, -16.4, 
1657933595.4363384, 1:6:35, 40.246224999999995, -111.64861666666665, 1, 7, 1437.9, 2.03, 224.84, 1.26, -16.4, 
1657933596.015153, 1:6:35, 40.24622166666666, -111.64862, 1, 7, 1437.8, 2.45, 229.83, 1.26, -16.4, 
1657933596.5336666, 1:6:36, 40.24622, -111.64862666666667, 1, 7, 1437.8, 1.98, 257.72, 1.26, -16.4, 
1657933597.0532968, 1:6:36, 40.246215, -111.64863333333332, 1, 7, 1437.9, 2.65, 240.32, 1.26, -16.4, 
1657933597.6137724, 1:6:37, 40.24621333333334, -111.64864000000001, 1, 7, 1438.2, 2.66, 255.75, 1.26, -16.4, 
1657933598.1331022, 1:6:37, 40.24621333333334, -111.64864666666666, 1, 7, 1438.3, 2.48, 255.26, 1.26, -16.4, 
1657933598.715209, 1:6:38, 40.24621166666667, -111.64865333333334, 1, 7, 1438.5, 2.44, 285.46, 1.26, -16.4, 
1657933599.300923, 1:6:39, 40.24621166666667, -111.64866833333332, 1, 7, 1438.8, 2.66, 281.25, 1.26, -16.4, 
1657933599.8208597, 1:6:39, 40.24621166666667, -111.648675, 1, 7, 1438.9, 2.2, 274.41, 1.26, -16.4, 
1657933600.4124308, 1:6:40, 40.24621, -111.64868166666665, 1, 7, 1438.6, 2.16, 264.31, 1.26, -16.4, 
1657933600.9313262, 1:6:40, 40.246208333333335, -111.64868666666668, 1, 7, 1438.6, 1.66, 261.68, 1.26, -16.4, 
1657933601.4485717, 1:6:41, 40.246208333333335, -111.64868999999999, 1, 7, 1438.6, 0.52, 261.68, 1.26, -16.4, 
1657933602.0089686, 1:6:41, 40.246208333333335, -111.64868999999999, 1, 7, 1438.4, 0.98, 239.85, 1.26, -16.4, 
