SystemTime, Temp, Hum, Pres, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MPRPressure, RTC, 
1654657783.1776202, 22.6716796875, 27.808447587996394, 858.3427951089092, 0.40, -0.22, 10.03, 0.01, 0.01, 0.00, 859.1049738998312, 3:9:39, 
1654657783.2532325, 22.6564453125, 27.836373839796153, 858.308131072867, 0.40, -0.22, 10.03, 0.02, 0.02, 0.00, 859.1726538062832, 3:9:40, 
1654657783.3194983, 22.6615234375, 27.94189392706225, 858.3354848106611, 0.40, -0.22, 10.03, 0.01, 0.01, 0.00, 859.1207701588323, 3:9:40, 
1654657783.385773, 22.6716796875, 27.83081357196674, 858.3154411493974, 0.40, -0.22, 10.03, 0.01, 0.01, 0.00, 859.0895629154398, 3:9:40, 
1654657783.451951, 22.6767578125, 27.813883186356403, 858.3427951089092, 0.40, -0.22, 10.03, 0.02, 0.02, 0.00, 859.1472256820374, 3:9:40, 
1654657783.5183444, 22.6716796875, 27.741973641535925, 858.300821023659, 0.40, -0.22, 10.03, 0.02, 0.00, 0.00, 859.0781331020163, 3:9:40, 
1654657783.584474, 22.6767578125, 27.953137387879757, 858.280777353663, 0.40, -0.22, 10.03, 0.01, 0.01, 0.01, 859.1169174127344, 3:9:40, 
1654657783.650765, 22.6767578125, 27.88060765976306, 858.260733286146, 0.43, -0.22, 10.07, 0.02, 0.01, 0.00, 859.0886639413503, 3:9:40, 
1654657783.7172508, 22.6666015625, 28.025295259794145, 858.308131072867, 0.43, -0.22, 10.07, 0.01, 0.01, 0.00, 859.1107530189779, 3:9:40, 
1654657783.783611, 22.6716796875, 27.908409141655547, 858.3701490870118, 0.43, -0.22, 10.07, 0.01, 0.01, 0.00, 859.1636640653882, 3:9:40, 
1654657783.8498864, 22.6767578125, 27.830689004053934, 858.3154411493974, 0.43, -0.22, 10.07, 0.01, 0.02, 0.00, 859.0991947806845, 3:9:40, 
1654657783.922392, 22.6666015625, 28.030732992288257, 858.2680429465622, 0.43, -0.22, 10.07, 0.01, 0.01, 0.00, 859.1199996096127, 3:9:40, 
1654657783.9886925, 22.6615234375, 27.930650165369887, 858.260733286146, 0.43, -0.22, 10.07, 0.02, 0.01, -0.00, 859.1206417339623, 3:9:40, 
1654657784.054704, 22.6767578125, 27.830689004053934, 858.3300613844191, 0.43, -0.22, 10.07, 0.02, 0.02, 0.01, 859.1085697961892, 3:9:40, 
1654657784.1209729, 22.6716796875, 28.008492615772518, 858.2680429465622, 0.43, -0.22, 10.07, 0.02, 0.02, 0.01, 859.0876365423909, 3:9:40, 
1654657784.1872995, 22.6767578125, 28.019857635641262, 858.3154411493974, 0.43, -0.22, 10.07, 0.03, 0.01, 0.00, 859.0794173507155, 3:9:40, 
1654657784.2535665, 22.6818359375, 27.986374889535192, 858.3501054344786, 0.43, -0.22, 10.07, 0.02, 0.01, 0.00, 859.1024054024326, 3:9:41, 
1654657784.319755, 22.6716796875, 27.919529671490455, 858.3427951089092, 0.43, -0.22, 10.07, 0.02, 0.02, 0.00, 859.1717548321935, 3:9:41, 
1654657784.3856819, 22.6767578125, 27.763838981853244, 858.3701490870118, 0.43, -0.22, 10.07, 0.02, 0.01, 0.00, 859.0501364803721, 3:9:41, 
1654657784.4520435, 22.6767578125, 27.953137387879757, 858.3574157873672, 0.43, -0.22, 10.07, 0.02, 0.01, 0.01, 859.1858815678856, 3:9:41, 
1654657784.5184402, 22.6716796875, 27.941770623293838, 858.3574157873672, 0.43, -0.22, 10.07, 0.01, 0.01, -0.00, 859.0511638793315, 3:9:41, 
1654657784.5912368, 22.6818359375, 27.836373839796153, 858.260733286146, 0.43, -0.22, 10.07, 0.01, 0.01, 0.01, 859.0704276098206, 3:9:41, 
1654657784.6577365, 22.6716796875, 27.836124821313867, 858.3427951089092, 0.43, -0.23, 10.05, 0.02, 0.01, 0.00, 859.2194004589368, 3:9:41, 
1654657784.7241323, 22.6767578125, 27.836124821313867, 858.3154411493974, 0.43, -0.23, 10.05, 0.02, 0.02, 0.00, 859.1524911017044, 3:9:41, 
1654657784.7905037, 22.6767578125, 27.758403876030076, 858.3427951089092, 0.43, -0.23, 10.05, 0.02, 0.01, 0.01, 859.1668746871363, 3:9:41, 
1654657784.8569207, 22.6666015625, 28.03641528468444, 858.3427951089092, 0.43, -0.23, 10.05, 0.02, 0.02, 0.01, 859.1219259826615, 3:9:41, 
1654657784.9232144, 22.6716796875, 27.95857435540458, 858.300821023659, 0.43, -0.23, 10.05, 0.02, 0.01, 0.00, 859.1219259826615, 3:9:41, 
1654657784.9895122, 22.6716796875, 28.019857635641262, 858.3847702089068, 0.43, -0.23, 10.05, 0.01, 0.01, 0.00, 859.1752223036817, 3:9:41, 
1654657785.0557053, 22.6716796875, 28.041975283646597, 858.3154411493974, 0.43, -0.23, 10.05, 0.02, 0.01, 0.00, 859.158655495461, 3:9:41, 
1654657785.1219182, 22.6666015625, 27.964011431275313, 858.308131072867, 0.43, -0.23, 10.05, 0.02, 0.01, 0.01, 859.0469258586238, 3:9:41, 
1654657785.1883307, 22.6716796875, 27.774959979109365, 858.260733286146, 0.43, -0.23, 10.05, 0.03, 0.01, 0.00, 859.1402907390614, 3:9:41, 
1654657785.2619715, 22.6666015625, 27.991812239002584, 858.3154411493974, 0.43, -0.23, 10.05, 0.02, 0.03, -0.00, 859.174580179332, 3:9:42, 
1654657785.328334, 22.6767578125, 27.95832812003906, 858.2680429465622, 0.43, -0.23, 10.05, 0.02, 0.02, 0.00, 859.1233386562309, 3:9:42, 
1654657785.3946488, 22.6716796875, 27.919653230097836, 858.3427951089092, 0.43, -0.23, 10.05, 0.03, 0.01, 0.00, 859.0841690709028, 3:9:42, 
1654657785.4615235, 22.6767578125, 27.819443608579075, 858.3154411493974, 0.43, -0.23, 10.05, 0.02, 0.01, 0.00, 859.0949567599768, 3:9:42, 
1654657785.5278804, 22.6666015625, 27.730475774352012, 858.3427951089092, 0.43, -0.23, 10.05, 0.02, 0.02, 0.01, 859.0457700347945, 3:9:42, 
1654657785.5941696, 22.6716796875, 27.730727214010926, 858.3427951089092, 0.43, -0.23, 10.05, 0.01, 0.01, 0.01, 859.1214122831818, 3:9:42, 
1654657785.6922145, 22.6767578125, 27.930650165369887, 858.2680429465622, 0.40, -0.26, 10.03, 0.02, 0.01, -0.01, 853.1214023601572, 3:9:42, 
1654657785.7597554, 22.6818359375, 27.78608094041001, 858.2953970906099, 0.40, -0.26, 10.03, 0.02, 0.01, -0.00, 854.2851885314425, 3:9:42, 
1654657785.8524795, 22.6767578125, 27.986129291251807, 858.2826623493468, 0.40, -0.26, 10.03, 0.01, 0.01, 0.00, 859.1199996096127, 3:9:42, 
1654657785.9894423, 22.6869140625, 27.80251249156236, 858.2753526342964, 0.40, -0.26, 10.03, 0.03, 0.01, 0.01, 859.2336556194988, 3:9:42, 
1654657786.0617757, 22.6767578125, 27.975131781332827, 858.3154411493974, 0.40, -0.26, 10.03, 0.02, 0.01, 0.00, 859.0738950813086, 3:9:42, 
1654657786.1488264, 22.6818359375, 27.80819791220992, 858.3847702089068, 0.40, -0.26, 10.03, 0.02, 0.02, 0.01, 859.1171742624744, 3:9:42, 
1654657786.2150753, 22.6869140625, 27.824754708143477, 858.3373715429063, 0.40, -0.26, 10.03, 0.02, 0.01, 0.00, 859.07158343365, 3:9:43, 
1654657786.2812688, 22.6818359375, 27.91915893517033, 858.3920808108322, 0.40, -0.26, 10.03, 0.02, 0.01, -0.00, 859.1625082415587, 3:9:43, 
1654657786.3475118, 22.6818359375, 27.75246697838196, 858.3574157873672, 0.40, -0.26, 10.03, 0.03, 0.01, 0.01, 859.1107530189779, 3:9:43, 
1654657786.4137738, 22.6767578125, 27.89704091871664, 858.3154411493974, 0.40, -0.26, 10.03, 0.02, 0.01, 0.00, 859.1459414333382, 3:9:43, 
1654657786.480168, 22.6716796875, 27.758278469741878, 858.3227512532487, 0.40, -0.26, 10.03, 0.01, 0.01, 0.01, 859.1409328634109, 3:9:43, 
1654657786.546439, 22.6767578125, 27.78608094041001, 858.3300613844191, 0.40, -0.26, 10.03, 0.02, 0.01, 0.00, 859.1338694955649, 3:9:43, 
1654657786.6127782, 22.6818359375, 27.98625209543487, 858.3847702089068, 0.43, -0.20, 10.07, 0.02, 0.02, 0.01, 859.2309586972303, 3:9:43, 
1654657786.6793113, 22.6716796875, 27.797076895391257, 858.3847702089068, 0.43, -0.20, 10.07, 0.02, 0.01, 0.01, 859.1206417339623, 3:9:43, 
1654657786.754446, 22.6767578125, 27.791891445484033, 858.2333793824063, 0.43, -0.20, 10.07, 0.02, 0.01, 0.00, 859.0845543455126, 3:9:43, 
1654657786.8206227, 22.6666015625, 27.819568314002492, 858.3628385670459, 0.43, -0.20, 10.07, 0.03, 0.01, -0.00, 859.0837837962931, 3:9:43, 
1654657786.8868175, 22.6767578125, 27.930650165369887, 858.3574157873672, 0.43, -0.20, 10.07, 0.01, 0.02, 0.00, 859.0824995475938, 3:9:43, 
1654657786.9528952, 22.6716796875, 27.808322755144864, 858.3701490870118, 0.43, -0.20, 10.07, 0.02, 0.02, 0.00, 859.1825425212675, 3:9:43, 
1654657787.0191886, 22.6716796875, 28.030977551096424, 858.3427951089092, 0.43, -0.20, 10.07, 0.02, 0.01, 0.00, 859.2739810286561, 3:9:43, 
1654657787.0862968, 22.6716796875, 27.930773596557373, 858.3501054344786, 0.43, -0.20, 10.07, 0.01, 0.01, 0.01, 859.1441434851591, 3:9:43, 
1654657787.1535192, 22.6716796875, 27.880731664346552, 858.3354848106611, 0.43, -0.20, 10.07, 0.02, 0.02, 0.00, 859.0831416719434, 3:9:43, 
1654657787.2812982, 22.6767578125, 27.952644662313393, 858.3427951089092, 0.43, -0.20, 10.07, 0.01, 0.02, 0.00, 859.1644346146078, 3:9:44, 
1654657787.3476481, 22.6666015625, 27.81400795549378, 858.300821023659, 0.43, -0.20, 10.07, 0.02, 0.01, 0.00, 859.0877649672608, 3:9:44, 
1654657787.4135947, 22.6716796875, 27.80288721151035, 858.260733286146, 0.43, -0.20, 10.07, 0.02, 0.01, 0.00, 859.1559585731925, 3:9:44, 
1654657787.488336, 22.6666015625, 28.04741318029193, 858.2534236530497, 0.43, -0.20, 10.07, 0.02, 0.01, 0.01, 859.2620375157528, 3:9:44, 
1654657787.557025, 22.6716796875, 27.97525470284894, 858.3628385670459, 0.43, -0.20, 10.07, 0.02, 0.01, 0.01, 859.1668746871363, 3:9:44, 
1654657787.6784117, 22.6716796875, 27.758153053370084, 858.260733286146, 0.44, -0.25, 10.13, 0.01, 0.01, 0.00, 859.1512068530051, 3:9:44, 
1654657787.74875, 22.6716796875, 27.853054589353626, 858.3227512532487, 0.44, -0.25, 10.13, 0.01, 0.01, 0.00, 859.1291177753775, 3:9:44, 
1654657787.8186753, 22.6767578125, 27.79732682603564, 858.3154411493974, 0.44, -0.25, 10.13, 0.01, 0.01, 0.00, 859.1351537442642, 3:9:44, 
1654657787.8886726, 22.6666015625, 27.953014221612467, 858.2406888211054, 0.44, -0.25, 10.13, 0.02, 0.01, 0.01, 859.1072855474898, 3:9:44, 
1654657787.9569778, 22.6666015625, 27.980691942878288, 858.3701490870118, 0.44, -0.25, 10.13, 0.02, 0.00, 0.00, 859.1115235681975, 3:9:44, 
1654657788.0260465, 22.6767578125, 27.763838981853244, 858.397503083705, 0.44, -0.25, 10.13, 0.02, 0.02, 0.00, 859.1679020860958, 3:9:44, 
1654657788.0922995, 22.6666015625, 27.875047336417953, 858.3300613844191, 0.44, -0.25, 10.13, 0.02, 0.01, 0.00, 859.1908901378129, 3:9:44, 
1654657788.1788898, 22.6767578125, 27.99168949852713, 858.3774596342995, 0.44, -0.25, 10.13, 0.03, 0.00, 0.01, 859.1169174127344, 3:9:44, 
1654657788.2517576, 22.6716796875, 27.908532827683647, 858.3628385670459, 0.44, -0.25, 10.13, 0.02, 0.02, 0.00, 859.0972684076355, 3:9:45, 
1654657788.3176148, 22.6767578125, 27.90284886325479, 858.260733286146, 0.44, -0.25, 10.13, 0.02, 0.01, -0.00, 859.1589123452007, 3:9:45, 
1654657788.3976488, 22.6767578125, 27.758278469741878, 858.2753526342964, 0.44, -0.25, 10.13, 0.01, 0.01, -0.00, 859.1595544695505, 3:9:45, 
1654657788.469621, 22.6767578125, 28.03604859221849, 858.3300613844191, 0.44, -0.25, 10.13, 0.02, 0.00, 0.00, 859.1566006975421, 3:9:45, 
1654657788.5357542, 22.6716796875, 27.813633617831478, 858.2753526342964, 0.44, -0.25, 10.13, 0.03, 0.01, 0.00, 859.1422171121102, 3:9:45, 
1654657788.6214266, 22.6818359375, 27.924842902881018, 858.3300613844191, 0.37, -0.17, 10.13, 0.02, 0.01, -0.01, 859.1271914023287, 3:9:45, 
1654657788.6880298, 22.6767578125, 27.819318893072282, 858.3027070000621, 0.37, -0.17, 10.13, 0.02, 0.01, 0.01, 859.1309157235565, 3:9:45, 
1654657788.7544954, 22.6818359375, 27.785830734739083, 858.2953970906099, 0.37, -0.17, 10.13, 0.02, 0.01, 0.00, 859.2111812672614, 3:9:45, 
1654657788.8428068, 22.6767578125, 27.89716475233244, 858.2753526342964, 0.37, -0.17, 10.13, 0.02, 0.01, -0.01, 859.1649483140875, 3:9:45, 
1654657788.9090195, 22.6869140625, 28.030488393149778, 858.2680429465622, 0.37, -0.17, 10.13, 0.01, 0.02, 0.00, 859.1387496406222, 3:9:45, 
1654657788.981152, 22.6767578125, 27.796951914943882, 858.3154411493974, 0.37, -0.17, 10.13, 0.01, 0.01, 0.00, 859.0995800552942, 3:9:45, 
1654657789.0476904, 22.6767578125, 28.030732992288257, 858.3154411493974, 0.37, -0.17, 10.13, 0.01, 0.01, 0.01, 859.1938439098211, 3:9:45, 
1654657789.1143694, 22.6767578125, 27.958451242763246, 858.3427951089092, 0.37, -0.17, 10.13, 0.02, 0.01, 0.00, 859.0794173507155, 3:9:45, 
1654657789.181329, 22.6716796875, 28.008492615772518, 858.308131072867, 0.37, -0.17, 10.13, 0.02, 0.01, 0.00, 859.080316324805, 3:9:45, 
1654657789.2480915, 22.6767578125, 27.964011431275313, 858.3154411493974, 0.37, -0.17, 10.13, 0.03, 0.01, 0.00, 859.174580179332, 3:9:46, 
1654657789.3146849, 22.6716796875, 27.847245584859383, 858.3701490870118, 0.37, -0.17, 10.13, 0.02, 0.01, 0.01, 859.1291177753775, 3:9:46, 
1654657789.381384, 22.6666015625, 27.819443608579075, 858.3154411493974, 0.37, -0.17, 10.13, 0.02, 0.01, 0.00, 859.1351537442642, 3:9:46, 
1654657789.4482436, 22.6666015625, 27.6972383504293, 858.3281745397361, 0.37, -0.17, 10.13, 0.01, 0.01, 0.00, 859.1722685316732, 3:9:46, 
1654657789.5151925, 22.6716796875, 27.780645615679525, 858.2534236530497, 0.37, -0.17, 10.13, 0.02, 0.01, -0.00, 859.1152478894253, 3:9:46, 
1654657789.581977, 22.6716796875, 27.936210398826297, 858.3701490870118, 0.29, -0.19, 10.10, 0.02, 0.01, 0.00, 859.0505217549818, 3:9:46, 
1654657789.6622477, 22.6615234375, 27.91977677862223, 858.3701490870118, 0.29, -0.19, 10.10, 0.02, 0.02, 0.01, 859.0754361797477, 3:9:46, 
1654657789.7291327, 22.6716796875, 27.741848064265803, 858.3555280744033, 0.29, -0.19, 10.10, 0.02, 0.01, 0.00, 859.0672169880723, 3:9:46, 
1654657789.7958264, 22.6716796875, 27.953137387879757, 858.3701490870118, 0.29, -0.19, 10.10, 0.03, 0.01, 0.00, 859.1214122831818, 3:9:46, 
1654657789.8625026, 22.6666015625, 27.947577308807983, 858.300821023659, 0.29, -0.19, 10.10, 0.02, 0.02, 0.01, 859.1486383556065, 3:9:46, 
1654657789.92892, 22.6767578125, 27.886415845780185, 858.2534236530497, 0.29, -0.19, 10.10, 0.02, 0.01, 0.01, 859.1883216404143, 3:9:46, 
1654657789.996449, 22.6666015625, 28.04209743059775, 858.3555280744033, 0.29, -0.19, 10.10, 0.02, 0.00, 0.00, 859.1291177753775, 3:9:46, 
1654657790.0638707, 22.6615234375, 27.94201722074775, 858.2534236530497, 0.29, -0.19, 10.10, 0.02, 0.01, -0.00, 859.1893490393737, 3:9:46, 
1654657790.130143, 22.6716796875, 27.78077075702142, 858.308131072867, 0.29, -0.19, 10.10, 0.02, 0.01, 0.01, 859.1015064283431, 3:9:46, 
1654657790.1964364, 22.6666015625, 27.80857241076452, 858.2534236530497, 0.29, -0.19, 10.10, 0.02, 0.00, 0.00, 859.1741949047223, 3:9:47, 
1654657790.2639134, 22.6666015625, 27.741973641535925, 858.3828816276608, 0.29, -0.19, 10.10, 0.01, 0.02, 0.00, 859.2043747491552, 3:9:47, 
1654657790.3384736, 22.6666015625, 27.969817571164327, 858.308131072867, 0.29, -0.19, 10.10, 0.02, 0.01, 0.00, 859.17817607569, 3:9:47, 
1654657790.404723, 22.6666015625, 28.008737684232266, 858.246114047275, 0.29, -0.19, 10.10, 0.02, 0.01, 0.01, 859.1743233295921, 3:9:47, 
1654657790.4712436, 22.6666015625, 27.819942369772548, 858.2880872084766, 0.29, -0.19, 10.10, 0.02, 0.02, -0.00, 859.1973113813092, 3:9:47, 
1654657790.5374632, 22.6666015625, 27.975377614282266, 858.3354848106611, 0.29, -0.19, 10.10, 0.01, 0.01, 0.00, 859.1544174747534, 3:9:47, 
1654657790.603966, 22.6666015625, 27.808447587996394, 858.300821023659, 0.40, -0.21, 10.08, 0.02, 0.00, 0.01, 859.1605818685099, 3:9:47, 
1654657790.6703832, 22.6666015625, 28.036537495341314, 858.3701490870118, 0.40, -0.21, 10.08, 0.02, 0.01, 0.00, 859.121283858312, 3:9:47, 
1654657790.7368367, 22.6666015625, 27.886415845780185, 858.246114047275, 0.40, -0.21, 10.08, 0.02, 0.01, 0.00, 859.0677306875521, 3:9:47, 
1654657790.8031135, 22.6666015625, 27.964257519057927, 858.3281745397361, 0.40, -0.21, 10.08, 0.01, 0.02, 0.00, 859.1130646666367, 3:9:47, 
1654657790.8696263, 22.6666015625, 27.864050858480322, 858.3774596342995, 0.40, -0.21, 10.08, 0.02, 0.01, 0.01, 859.0370371436394, 3:9:47, 
1654657790.9360766, 22.6716796875, 27.79732682603564, 858.3555280744033, 0.40, -0.21, 10.08, 0.02, 0.02, 0.01, 859.0918745630985, 3:9:47, 
1654657791.0088696, 22.6666015625, 27.89728857586516, 858.3901923420209, 0.40, -0.21, 10.08, 0.02, 0.01, 0.01, 859.1488952053464, 3:9:47, 
1654657791.0751002, 22.6615234375, 27.78645617329018, 858.3354848106611, 0.40, -0.21, 10.08, 0.02, 0.02, 0.00, 859.1361811432237, 3:9:47, 
1654657791.1412659, 22.6666015625, 27.975500515632802, 858.246114047275, 0.40, -0.21, 10.08, 0.01, 0.02, 0.00, 859.1736812052426, 3:9:47, 
1654657791.207384, 22.6666015625, 27.708485405639674, 858.3281745397361, 0.40, -0.21, 10.08, 0.02, 0.02, 0.00, 859.1825425212675, 3:9:48, 
1654657791.2738273, 22.6666015625, 27.8642992196691, 858.3281745397361, 0.40, -0.21, 10.08, 0.03, 0.02, 0.00, 859.1152478894253, 3:9:48, 
1654657791.340123, 22.6666015625, 27.8419340986371, 858.300821023659, 0.40, -0.21, 10.08, 0.02, 0.02, 0.00, 859.0880218170007, 3:9:48, 
1654657791.406476, 22.6666015625, 27.94201722074775, 858.273467526172, 0.40, -0.21, 10.08, 0.03, 0.01, 0.00, 859.0646484906738, 3:9:48, 
1654657791.4738014, 22.6716796875, 27.95857435540458, 858.3154411493974, 0.40, -0.21, 10.08, 0.02, 0.02, 0.00, 859.1015064283431, 3:9:48, 
1654657791.5406795, 22.6666015625, 27.769650032604964, 858.4029242907563, 0.40, -0.21, 10.08, 0.03, 0.02, 0.00, 859.1095971951486, 3:9:48, 
1654657791.6074388, 22.6564453125, 27.84774307178674, 858.3555280744033, 0.36, -0.17, 10.01, 0.01, 0.01, 0.00, 859.0303590504031, 3:9:48, 
1654657791.682348, 22.6666015625, 27.814132714547764, 858.3281745397361, 0.36, -0.17, 10.01, 0.01, 0.01, 0.01, 859.1664894125266, 3:9:48, 
1654657791.7486506, 22.6615234375, 27.725418302159277, 858.2935110017756, 0.36, -0.17, 10.01, 0.03, 0.01, 0.00, 859.0046740764176, 3:9:48, 
1654657791.8149517, 22.6666015625, 27.730727214010926, 858.3555280744033, 0.36, -0.17, 10.01, 0.01, 0.01, 0.01, 859.1302735992069, 3:9:48, 
1654657791.8828254, 22.6716796875, 27.886415845780185, 858.3281745397361, 0.36, -0.17, 10.01, 0.01, 0.02, 0.01, 859.0864807185616, 3:9:48, 
1654657791.9509888, 22.6615234375, 27.881103617598196, 858.3555280744033, 0.36, -0.17, 10.01, 0.01, 0.01, 0.01, 859.147867806387, 3:9:48, 
1654657792.0193849, 22.6564453125, 27.875295462925166, 858.3281745397361, 0.36, -0.17, 10.01, 0.02, 0.01, 0.00, 859.1238523557106, 3:9:48, 
1654657792.0877335, 22.6564453125, 27.82537791669185, 858.3227512532487, 0.36, -0.17, 10.01, 0.02, 0.01, 0.00, 859.1024054024326, 3:9:48, 
1654657792.1560261, 22.6564453125, 28.030977551096424, 858.273467526172, 0.36, -0.17, 10.01, 0.02, 0.01, 0.01, 859.0884070916105, 3:9:48, 
1654657792.2241478, 22.6615234375, 27.819693009342547, 858.246114047275, 0.36, -0.17, 10.01, 0.02, 0.02, 0.01, 859.1491520550862, 3:9:49, 
1654657792.292786, 22.6615234375, 27.79164140757703, 858.308131072867, 0.36, -0.17, 10.01, 0.01, 0.01, 0.00, 859.1302735992069, 3:9:49, 
1654657792.3676696, 22.6666015625, 27.864175044116312, 858.3208642961362, 0.36, -0.17, 10.01, 0.02, 0.01, 0.00, 859.1790750497795, 3:9:49, 
1654657792.4357889, 22.6615234375, 27.791766431572267, 858.2935110017756, 0.36, -0.17, 10.01, 0.01, 0.01, 0.01, 859.128347226158, 3:9:49, 
1654657792.5040019, 22.6666015625, 27.9866204474876, 858.273467526172, 0.36, -0.17, 10.01, 0.02, 0.02, 0.00, 859.1309157235565, 3:9:49, 
